start_scan_UTC,end_scan_UTC,amplitude_fit,delta_azi_fit,delta_ele_fit,sigma_azi_fit,sigma_ele_fit,aziref,eleref,quality_check
2025-04-14 09:59:00,2025-04-14 10:00:00,151.28333185288497,-0.4967357195801458,-0.1048348868974659,1.454153278746834,1.2537729441972312,182.4,60.5,1
2025-04-14 10:59:00,2025-04-14 11:00:00,151.31094663464228,-0.909406531676164,-0.1575808411152803,1.473105639704304,1.2555213397879406,182.4,60.5,0
2025-04-14 11:59:00,2025-04-14 12:00:00,151.06103221753355,-0.7174628168746447,-0.1643399298207139,1.324551255850191,1.201935239771163,182.4,60.5,0
2025-04-14 12:59:00,2025-04-14 13:00:00,151.32187070177469,-0.2978191047918691,-0.1867697103330319,1.4215577494955782,1.1811336377542885,182.4,60.5,1
2025-04-14 13:59:00,2025-04-14 14:00:00,151.04139740051363,0.2173736233494417,-0.2115289719260792,1.1105886843709651,1.24863764252607,182.4,60.5,1
2025-04-15 08:59:00,2025-04-15 09:00:00,149.9149919208118,-0.0319149581155275,-0.0085801771438568,1.6912088476577265,1.495858619066414,182.4,60.5,1
2025-04-15 09:59:00,2025-04-15 10:00:00,149.81286296445754,-0.2834773681648396,-0.1288424423733006,1.5205821045793095,1.4510748509766729,182.4,60.5,1
2025-04-15 10:59:00,2025-04-15 11:00:00,149.2747619110613,-0.7229274282176867,-0.1979399457840677,1.7995753817419102,1.5419613364455669,182.4,60.5,0
2025-04-15 11:59:00,2025-04-15 12:00:00,149.48499942773628,-0.5950322965631811,-0.159451804715102,1.6205765006142632,1.386118486857039,182.4,60.5,1
2025-04-15 12:59:00,2025-04-15 13:00:00,149.4754526935941,-0.3010945450144975,-0.1736729016008255,1.8898687499950075,1.3332446847996071,182.4,60.5,1
2025-04-15 13:59:00,2025-04-15 14:00:00,149.3206996774955,0.2493476260116002,-0.1690444538576272,1.3300088981032046,1.3655737737894709,182.4,60.5,1
2025-04-16 08:59:00,2025-04-16 09:00:00,151.20782250979792,-0.1028771830704605,-0.0534331060115878,1.3761103801245906,1.2435059185587438,182.4,60.5,1
2025-04-16 09:59:00,2025-04-16 10:00:00,150.96358543217588,-0.5230411066565603,-0.1641390642281801,1.4613900743941115,1.248626906759854,182.4,60.5,1
2025-04-16 10:59:00,2025-04-16 11:00:00,150.35795159471928,-0.9817049928323188,-0.1329075480699511,1.5902938337284973,1.4199977873528076,182.4,60.5,0
2025-04-16 11:59:00,2025-04-16 12:00:00,150.08185011566366,-0.7722827439911675,-0.3156592699921553,1.7459029299733642,1.4786268790692476,182.4,60.5,0
2025-04-16 12:59:00,2025-04-16 13:00:00,150.04692996795495,-0.4985827420830917,-0.1856927192268507,1.819599064289389,1.3480240547016125,182.4,60.5,1
2025-04-16 13:59:00,2025-04-16 14:00:00,150.2909700341476,0.1153520686881549,-0.1662160715936936,1.3282350277824406,1.4619171194314011,182.4,60.5,1
2025-04-17 08:59:00,2025-04-17 09:00:00,150.40979520963876,-0.0963968454652098,-0.1828626872113612,1.4715501000592195,1.3814199917681718,182.4,60.5,1
2025-04-17 09:59:00,2025-04-17 10:00:00,150.11520429146893,-0.5678493329128461,-0.1377722265310451,1.4807641974478751,1.3031807825622244,182.4,60.5,1
2025-04-17 10:59:00,2025-04-17 11:00:00,150.1031692181212,-1.2473568471225152,-0.0163697239991834,1.5930392067345065,1.2238123749527574,182.4,60.5,0
2025-04-17 11:59:00,2025-04-17 12:00:00,150.7804958885206,-1.0600957639407744,-0.0807723260325911,1.4964009774401843,1.174024667142148,182.4,60.5,0
2025-04-17 12:59:00,2025-04-17 13:00:00,150.1198324375933,-0.4174286208241703,-0.1173626233485135,1.5913773051463416,1.175405889803101,182.4,60.5,1
2025-04-17 13:59:00,2025-04-17 14:00:00,150.10084797778038,0.1409503202873694,-0.1518875597955437,1.1590934041062102,1.1929037166096468,182.4,60.5,1
2025-04-18 08:59:00,2025-04-18 09:00:00,149.58763691424352,-0.1034792733687738,0.0008574896436199,1.5088835392756443,1.2537455360803107,182.4,60.5,1
2025-04-18 09:59:00,2025-04-18 10:00:00,149.64236923010046,-0.5477883022561602,-0.0292438410135758,1.3770703262346082,1.2127158160667788,182.4,60.5,1
2025-04-18 10:59:00,2025-04-18 11:00:00,150.14139001150707,-0.976516021179218,-0.0365593921320982,1.4144740731734284,1.2625267253747317,182.4,60.5,0
2025-04-18 11:59:00,2025-04-18 12:00:00,150.30992179063085,-1.0005917654033074,-0.1091790403241123,1.514224618013697,1.1811798745539994,182.4,60.5,0
2025-04-18 12:59:00,2025-04-18 13:00:00,149.18082444001186,-0.400017605963758,-0.1113757926637232,1.6109673842657062,1.1884272626461343,182.4,60.5,1
2025-04-18 13:59:00,2025-04-18 14:00:00,150.01951561464642,0.174594939034847,-0.1234855842885656,1.151977344101434,1.146654761281635,182.4,60.5,1
2025-04-19 08:59:00,2025-04-19 09:00:00,149.99975456561424,-0.1767003446210404,-0.018890537252217,1.668801583005495,1.2731870731547306,182.4,60.5,1
2025-04-19 09:59:00,2025-04-19 10:00:00,150.24297034091842,-0.7154748855043696,-0.0172665488828995,1.5088379404602117,1.2302783479145862,182.4,60.5,0
2025-04-19 10:59:00,2025-04-19 11:00:00,151.45348064704513,-2.169178936247178,0.2284381598151081,2.183096798273977,1.6643491048352668,182.4,60.5,0
2025-04-19 11:59:00,2025-04-19 12:00:00,150.09613109660188,-0.7995259535271774,-0.1101086759368838,1.4989647621529238,1.280533784907144,182.4,60.5,0
2025-04-19 12:59:00,2025-04-19 13:00:00,150.0409818520678,-0.4917469327960259,-0.1585690757205775,1.6777155976549882,1.208023475433425,182.4,60.5,1
2025-04-19 13:59:00,2025-04-19 14:00:00,150.20504506490695,0.0866435541006394,-0.135088014109327,1.1345633240576274,1.1768762184659023,182.4,60.5,1
2025-04-20 08:59:00,2025-04-20 09:00:00,150.71060329092694,-0.0907277621646368,-0.1367231961538856,1.415690053329563,1.3229835293436043,182.4,60.5,1
2025-04-20 09:59:00,2025-04-20 10:00:00,150.4901393531746,-0.6600061162201846,-0.2016045779870922,1.685139789617629,1.379157871187252,182.4,60.5,1
2025-04-20 10:59:00,2025-04-20 11:00:00,150.49806266703268,-1.3251540718114214,-0.2512440720202944,1.9709460700389,1.3633487350652982,182.4,60.5,0
2025-04-20 11:59:00,2025-04-20 12:00:00,149.5780173617624,-0.7382363542237282,-0.3648207180917512,1.673515137128845,1.5018360765956609,182.4,60.5,0
2025-04-20 12:59:00,2025-04-20 13:00:00,149.48088576215002,-0.3832598999205679,-0.3211016097851142,1.7578497102241712,1.3090068404791628,182.4,60.5,1
2025-04-20 13:59:00,2025-04-20 14:00:00,149.49364088386085,0.1138961924992364,-0.2654889844568063,1.2826192909217953,1.2860850147200902,182.4,60.5,1
2025-04-21 08:59:00,2025-04-21 09:00:00,149.75032477448738,-0.0994437009517345,0.0269491480975548,1.3734523369192275,1.2018921393636322,182.4,60.5,1
2025-04-21 09:59:00,2025-04-21 10:00:00,149.49820293235305,-0.7205798748453248,-0.0345564127604365,1.4090197280503052,1.1413999469006388,182.4,60.5,0
2025-04-21 10:59:00,2025-04-21 11:00:00,149.86333017957875,-1.5913767491305475,-0.0090646100500034,1.768513698359378,1.1506323486621837,182.4,60.5,0
2025-04-21 11:59:00,2025-04-21 12:00:00,150.64858780628623,-1.4686654908842516,-0.0723073405370283,1.748842363177184,1.1840728429495893,182.4,60.5,0
2025-04-21 12:59:00,2025-04-21 13:00:00,150.13384541435448,-0.6829595510618632,-0.111099772014977,1.6375789280685713,1.1223168182971646,182.4,60.5,1
2025-04-21 13:59:00,2025-04-21 14:00:00,149.20579700331288,0.0843868000212764,-0.1595403660350247,1.147672087378308,1.1587392020398706,182.4,60.5,1
2025-04-22 08:59:00,2025-04-22 09:00:00,,,,,,182.4,60.5,0
2025-04-22 09:59:00,2025-04-22 10:00:00,,,,,,182.4,60.5,0
2025-04-22 10:59:00,2025-04-22 11:00:00,,,,,,182.4,60.5,0
2025-04-22 11:59:00,2025-04-22 12:00:00,,,,,,182.4,60.5,0
2025-04-22 12:59:00,2025-04-22 13:00:00,,,,,,182.4,60.5,0
2025-04-22 13:59:00,2025-04-22 14:00:00,,,,,,182.4,60.5,0
2025-04-23 08:59:00,2025-04-23 09:00:00,148.69542886815867,-0.2161118043984203,-0.0710381380370165,1.4422327507575818,1.240161202049494,182.4,60.5,1
2025-04-23 09:59:00,2025-04-23 10:00:00,148.3439678071562,-0.7808894727425673,-0.0326271845289155,1.443293418474282,1.1943904071849911,182.4,60.5,0
2025-04-23 10:59:00,2025-04-23 11:00:00,148.73344895771686,-1.210124144541207,-0.0627924859762552,1.5224474750265389,1.2096190738011166,182.4,60.5,0
2025-04-23 11:59:00,2025-04-23 12:00:00,149.67900168677417,-0.9706162302477266,-0.1204933716227914,1.3877784445081158,1.1797515762120796,182.4,60.5,0
2025-04-23 12:59:00,2025-04-23 13:00:00,151.03600555029578,-0.6231492695287029,-0.1272104456384723,1.625337998872757,1.206485600627798,182.4,60.5,1
2025-04-23 13:59:00,2025-04-23 14:00:00,149.32298047811332,0.129682465413864,-0.2190882993297221,1.195494415249717,1.178311039721918,182.4,60.5,1
2025-04-24 08:59:00,2025-04-24 09:00:00,150.75667833643942,-0.2733677194486867,-0.021926624737363,1.358858786501305,1.1782696108155235,182.4,60.5,1
2025-04-24 09:59:00,2025-04-24 10:00:00,150.6563226321893,-1.1526664997865788,-0.0553621406988648,1.6176945281059902,1.1628340974273337,182.4,60.5,0
2025-04-24 10:59:00,2025-04-24 11:00:00,148.91214058730014,-1.043562084882231,-0.104681590224072,1.3797756169042064,1.2206349733013588,182.4,60.5,0
2025-04-24 11:59:00,2025-04-24 12:00:00,149.27975634970437,-1.0576986526164855,-0.1001795156133111,1.358772060645404,1.1855527910857384,182.4,60.5,0
2025-04-24 12:59:00,2025-04-24 13:00:00,148.91254085901298,-0.7394508913341813,-0.1477460149786357,1.5955728916952698,1.1928706710174095,182.4,60.5,0
2025-04-24 13:59:00,2025-04-24 14:00:00,148.57447617073998,0.0615235961330549,-0.15294045921199,1.141343403801604,1.1427239630997743,182.4,60.5,1
2025-04-25 08:59:00,2025-04-25 09:00:00,148.97097773257477,-0.2528962479481791,-0.0139591791131719,1.3729076883547746,1.2003793226591415,182.4,60.5,1
2025-04-25 09:59:00,2025-04-25 10:00:00,150.04794473734495,-1.0493862714929292,-0.0770846866742273,1.5938053277470967,1.2254168096853026,182.4,60.5,0
2025-04-25 10:59:00,2025-04-25 11:00:00,150.0506831449867,-1.379843743015872,-0.1260990996896691,1.5772886050401476,1.2520771009388083,182.4,60.5,0
2025-04-25 11:59:00,2025-04-25 12:00:00,150.23091071081228,-1.7724768554076575,-0.1304006868965156,1.778853719522674,1.1754421966312436,182.4,60.5,0
2025-04-25 12:59:00,2025-04-25 13:00:00,149.31492044912275,-0.6872156589541175,-0.1535109014828057,1.5228650059939164,1.1248060102210338,182.4,60.5,0
2025-04-25 13:59:00,2025-04-25 14:00:00,148.3826490565701,0.0393606786069924,-0.1284123122837931,1.084748756763799,1.1546839091490986,182.4,60.5,1
2025-04-26 08:59:00,2025-04-26 09:00:00,148.80901900600608,-0.2556883702693362,-0.0695644466163245,1.438170418947696,1.2384973588676569,182.4,60.5,1
2025-04-26 09:59:00,2025-04-26 10:00:00,149.4674567152882,-1.262677972256881,-0.0902313791031176,1.7059035791217394,1.1973820176417893,182.4,60.5,0
2025-04-26 10:59:00,2025-04-26 11:00:00,149.08933115797103,-1.3650071328521078,-0.12981476445909,1.5539931924846286,1.1899494236115598,182.4,60.5,0
2025-04-26 11:59:00,2025-04-26 12:00:00,148.89259600795208,-1.3149127214020968,-0.1356521041538607,1.579346359566217,1.184084218505378,182.4,60.5,0
2025-04-26 12:59:00,2025-04-26 13:00:00,148.1254950455635,-0.6271614705471407,-0.1433415938067756,1.5524896011258174,1.1413771997008413,182.4,60.5,1
2025-04-26 13:59:00,2025-04-26 14:00:00,148.3683284711813,0.0743250358827441,-0.1401795734798705,1.2455490142567571,1.0949034277731398,182.4,60.5,1
2025-04-27 08:59:00,2025-04-27 09:00:00,150.1046494118498,-0.3121129229589429,-0.0430858617661681,1.4585430455630852,1.220583652850476,182.4,60.5,1
2025-04-27 09:59:00,2025-04-27 10:00:00,149.80540641507054,-0.89907717608649,-0.0762791706808906,1.4510122905009342,1.2319268266094423,182.4,60.5,0
2025-04-27 10:59:00,2025-04-27 11:00:00,151.28314174471342,-2.124160100170428,-0.1110280909995712,1.9539550721206969,1.2096049677416656,182.4,60.5,0
2025-04-27 11:59:00,2025-04-27 12:00:00,149.9943129962586,-1.4838062277882358,-0.1769965687135186,1.6314120949180635,1.215867713107044,182.4,60.5,0
2025-04-27 12:59:00,2025-04-27 13:00:00,150.1230788435136,-1.0035820313272128,-0.1384761279961984,1.6919278415606729,1.1336393326939296,182.4,60.5,0
2025-04-27 13:59:00,2025-04-27 14:00:00,149.84919460406988,-0.0194984868800295,-0.1230486658559293,1.130529799486679,1.1656295995745336,182.4,60.5,1
2025-04-28 08:59:00,2025-04-28 09:00:00,149.0662326987533,-0.3403080899800786,-0.0405352846833571,1.3509439511221892,1.2660267398109095,182.4,60.5,1
2025-04-28 09:59:00,2025-04-28 10:00:00,149.6010835825225,-1.0712147428037972,-0.0641480508662901,1.5110820899952009,1.286085451745267,182.4,60.5,0
2025-04-28 10:59:00,2025-04-28 11:00:00,150.3864543726526,-1.6520694055763487,-0.1141836571939969,1.6398063582703528,1.2065282637248946,182.4,60.5,0
2025-04-28 11:59:00,2025-04-28 12:00:00,148.66522130959774,-1.100656440843717,-0.0945414788747982,1.4023707569296917,1.161485085165224,182.4,60.5,0
2025-04-28 12:59:00,2025-04-28 13:00:00,148.81557874169505,-0.74824033149725,-0.1563340061178206,1.5060248141255488,1.2049552843533136,182.4,60.5,0
2025-04-28 13:59:00,2025-04-28 14:00:00,148.81330534860092,-0.0023458307943558,-0.1672312106746848,1.1225931808430487,1.1298770347088545,182.4,60.5,1
2025-04-29 08:59:00,2025-04-29 09:00:00,148.89385878433208,-0.3031061677843368,-0.0259263597882815,1.3226808724482413,1.2385026497566325,182.4,60.5,1
2025-04-29 09:59:00,2025-04-29 10:00:00,149.41487028246647,-1.4934039126087235,-0.0824933505146809,1.7370155405814507,1.2238066671681915,182.4,60.5,0
2025-04-29 10:59:00,2025-04-29 11:00:00,149.88022089878598,-1.7549063873955748,-0.0780866897761568,1.6161596599642762,1.1974008553195934,182.4,60.5,0
2025-04-29 11:59:00,2025-04-29 12:00:00,151.558573179816,-2.999994659409193,-0.0639421960646093,2.2080614037938675,1.1546518109267254,182.4,60.5,0
2025-04-29 12:59:00,2025-04-29 13:00:00,148.67505573247217,-1.093722703637245,-0.1210168360492714,1.7870619487677395,1.1161794273166998,182.4,60.5,0
2025-04-29 13:59:00,2025-04-29 14:00:00,148.49999863898145,-0.0613866650930762,-0.1126492905439277,1.10454190884692,1.1466794139360306,182.4,60.5,1
2025-04-30 08:59:00,2025-04-30 09:00:00,149.0257680230535,-0.4065460946688372,-0.0188838916807085,1.3006458884290295,1.2589773654893683,182.4,60.5,1
2025-04-30 09:59:00,2025-04-30 10:00:00,148.57879753646597,-1.0953532380603028,-0.0617593781740766,1.5155291845023489,1.2768679099407054,182.4,60.5,0
2025-04-30 10:59:00,2025-04-30 11:00:00,149.06298787743515,-1.3841285801316654,-0.0770222451234237,1.4308696190828023,1.1899619674783863,182.4,60.5,0
2025-04-30 11:59:00,2025-04-30 12:00:00,149.6466246982992,-2.2819902149004627,-0.0918756945934254,2.056351302510304,1.185527714890832,182.4,60.5,0
2025-04-30 12:59:00,2025-04-30 13:00:00,148.2290582721234,-0.6906197827112923,-0.1503334656489651,1.4339181486426826,1.131098661440873,182.4,60.5,0
2025-04-30 13:59:00,2025-04-30 14:00:00,147.97152820300133,-0.0714227379796822,-0.1179010948608302,1.127156052405483,1.115011049804541,182.4,60.5,1
2025-05-01 08:59:00,2025-05-01 09:00:00,148.91650155066705,-0.4164424406193213,0.005701836328321,1.331458247781897,1.2286365718549264,182.4,60.5,1
2025-05-01 09:59:00,2025-05-01 10:00:00,148.87274597491412,-1.4322028649080556,-0.0541229657590348,1.68810052838143,1.220610456953388,182.4,60.5,0
2025-05-01 10:59:00,2025-05-01 11:00:00,151.51817496892124,-2.9999999999999494,-0.0667240032804328,2.144802505255329,1.2004032337035142,182.4,60.5,0
2025-05-01 11:59:00,2025-05-01 12:00:00,150.5111412094384,-2.849946896914919,-0.048943423022102,2.196347332812409,1.1811690127084007,182.4,60.5,0
2025-05-01 12:59:00,2025-05-01 13:00:00,148.23466295049334,-0.990875626838674,-0.1450672665956641,1.6859993009697622,1.1840511894161316,182.4,60.5,0
2025-05-01 13:59:00,2025-05-01 14:00:00,148.0111511230117,-0.0672743215516118,-0.1407979631544358,1.1395554316967162,1.1628701360689009,182.4,60.5,1
2025-05-02 08:59:00,2025-05-02 09:00:00,149.2432661815997,-0.4358649071682879,0.0527676007986275,1.361177150813292,1.2003885703726622,182.4,60.5,1
2025-05-02 09:59:00,2025-05-02 10:00:00,149.1697855331916,-1.445665969104855,0.3364725928428356,1.609635651520236,1.6766446418377303,182.4,60.5,0
2025-05-02 10:59:00,2025-05-02 11:00:00,149.72317480570106,-1.8391137208103152,-0.0703437015487139,1.6859172771844897,1.2917254294958025,182.4,60.5,0
2025-05-02 11:59:00,2025-05-02 12:00:00,151.04215498463233,-2.6325309872219127,-0.1247641081692514,1.9435683542819904,1.1914158300662596,182.4,60.5,0
2025-05-02 12:59:00,2025-05-02 13:00:00,148.60883915574743,-0.9360398496700276,-0.1328396936549576,1.5657557747038455,1.1697694497176174,182.4,60.5,0
2025-05-02 13:59:00,2025-05-02 14:00:00,148.36252555145785,-0.0246782023962771,-0.106631787138705,1.05966412119734,1.1236231092924158,182.4,60.5,1
2025-05-03 08:59:00,2025-05-03 09:00:00,149.17391276917536,-0.4918073539809538,0.005488901414637,1.427445935874193,1.2435309338773932,182.4,60.5,1
2025-05-03 09:59:00,2025-05-03 10:00:00,149.18533362739353,-1.232819271280512,0.0653313155068906,1.4790519139269924,1.2625255719510289,182.4,60.5,0
2025-05-03 10:59:00,2025-05-03 11:00:00,152.18511125265704,-2.999999999652564,-0.0888775971603858,2.135309211658479,1.2080556966723044,182.4,60.5,0
2025-05-03 11:59:00,2025-05-03 12:00:00,150.74802959549655,-1.872752073639636,-0.1200706676665154,1.730917554835207,1.1768756394108737,182.4,60.5,0
2025-05-03 12:59:00,2025-05-03 13:00:00,145.37546203828185,-2.999999993134189,3.0,4.277204473440275,3.9166351969298496,182.4,60.5,0
2025-05-03 13:59:00,2025-05-03 14:00:00,149.59912287877515,-0.1136402725636525,-0.1688356364626487,1.0476539196836838,1.1101968910318138,182.4,60.5,1
2025-05-04 08:59:00,2025-05-04 09:00:00,149.7641002866648,-0.8216576002906549,-0.029379331220812495,1.677179451018104,1.1811549772347485,182.4,60.5,0
2025-05-04 09:59:00,2025-05-04 10:00:00,150.70866801734647,-2.005881808275966,-0.02506231566628526,1.9352102593237075,1.2238046377564713,182.4,60.5,0
2025-05-04 10:59:00,2025-05-04 11:00:00,150.70366468360416,-1.5467940948379781,-0.115203445280656,1.4567020724645123,1.2270668199980963,182.4,60.5,0
2025-05-04 11:59:00,2025-05-04 12:00:00,152.43845448185095,-2.6965951375350503,-0.18617352486130134,2.050307875069424,1.2352095146195037,182.4,60.5,0
2025-05-04 12:59:00,2025-05-04 13:00:00,150.68284912678894,-1.2483180282800257,-0.2037799409965574,1.7956926611961632,1.147952816321592,182.4,60.5,0
2025-05-04 13:59:00,2025-05-04 14:00:00,150.34955515304392,-0.08186840303203297,-0.2152255500734769,0.9989638534589192,1.16289433602659,182.4,60.5,1
